id,name,ppOld,ppNew,ppDiff,minuteUpdated
7199785,Song Hana,8671.85,8591.37,1223,28176160
10206161,rinstea,8882.41,8591.33,686,28176159
18239527,KanameAzusa,8864.12,8591.32,596,28176159
6886081,jasionnn,8877.75,8590.41,754,28176159
9887251,zzzz,8773.84,8589.88,559,28176159
17223392,zSpacey,8948.73,8589.36,-71,28176158
24381069,jaybeeazu,8860.9,8588.11,501,28176159
18491724,[ - Lysol - ],8762.72,8588.01,747,28176159
26570620,Ooozora,8929.21,8585.67,474,28176158
6187838,Misolato,8921.61,8585.67,185,28176159
13773000,5UP3RB,9070.09,8585.59,-282,28176158
29370942,filletmini0nguy,8720.49,8584.53,294,28176160
11025701,monkerzaza,9041.2,8584.22,-274,28176158
8547721,songegggt,8615.44,8583.05,1355,28176160
14772488,Jhown,9037.89,8582.98,-285,28176158
3026085,scarykidrow,8597.91,8581.98,1353,28176160
24834023,somebaconguy,8640.73,8581.29,1075,28176160
28768343,334567,8849.59,8579.46,221,28176159
2842826,scx1470,8721.05,8578.54,1199,28176159
17513669,Teddy_Master512,8843.22,8578.33,211,28176159
15486205,LChantyV,8748.12,8577.72,747,28176159
19367321,xinhun,8662.42,8577.61,1549,28176160
18344249,Sp3ctro,8982.6,8575.85,94,28176158
18414754,Baepsae,8762.95,8575.71,931,28176159
6045757,LuxAzure,8882.08,8575.19,203,28176159
23409211,XDNOMA,8771.69,8574.11,-233,28176159
16197990,kystcyugl,8786.21,8572.02,412,28176159
23367146,KayBlueSS,8939.01,8571.15,-109,28176158
11061804,Flade,8990.28,8570.41,181,28176158
8566617,capchon,8591.98,8570.39,1474,28176160
18611670,Fozzov,8890.14,8569.96,258,28176159
4511495,offline player,8582.7,8569.33,195,28176160
16692964,MrDoggoBruh,8992.17,8569.15,-197,28176158
18206752,Asker0427,8941.38,8568.92,129,28176158
17967955,gamsgams,8925,8568.60,-68,28176159
30829023,popy_gd,8964.9,8568.18,-518,28176158
31099500,xsdxsdxsdc2,8399.25,8567.49,508,28176161
5594381,riunosk,9048.77,8567.32,683,28176158
7935679,-Xarea-,8707.55,8566.99,909,28176160
24361563,odneid,9013.65,8566.22,-244,28176158
31743951,Lattekun_,8912.43,8565.33,331,28176159
15809312,laser,8837.08,8565.15,-348,28176159
22583189,SmupieBigArm,8948.57,8564.61,182,28176158
7280590,InBefore,8931.79,8562.45,189,28176158
4777360,[Fairy]Phy,8867.68,8560.68,781,28176159
13643601,[-ICHINO-],8937.21,8560.01,251,28176158
14128407,[GB]yobrevelc,8886.66,8559.74,612,28176159
16598478,gafur123,9029.59,8559.18,165,28176158
1815316,akebono,8445.09,8558.99,1464,28176161
14670668,saturnide,8765.25,8557.91,612,28176159
20748215,[HL]amoun,8958.15,8557.11,-113,28176158
25538178,franklinnn,9007,8556.69,-251,28176158
15298270,coooom,8903.13,8556.29,424,28176159
29906286,Tyongeeee,8574.49,8556.00,498,28176160
5145890,Rygamine,9030.76,8555.78,300,28176158
19506159,Amnisia,9070.93,8555.65,28,28176158
27611620,whoka,8931.34,8554.41,-220,28176158
24304784,christopherv,9002.9,8554.15,35,28176158
17256769,Oscill,8686.79,8554.14,314,28176160
21095174,Gobblez,9020.53,8553.53,-140,28176158
11234166,L_a_v_r,9290.36,8553.29,-351,28176157
9817140,GoldenJumper,8901.78,8550.89,223,28176159
17358352,NightKitty1221,8762.69,8550.44,-14,28176159
27394972,Foolharded,8841.53,8548.85,-62,28176159
15140504,Bjds-cso,9061.77,8548.41,-309,28176158
27094260,XXTakeshiXXX,8318.87,8547.37,2030,28176161
13247404,_SP,9043.08,8546.20,110,28176158
10581072,Colorful sounds,8838,8545.88,360,28176159
17692627,Spacee_,8941.64,8544.51,32,28176158
26236177,doggythatsucks,9023.89,8543.46,-419,28176158
6705256,Flow Light,8743.55,8542.44,576,28176159
10901639,EMATMILK,8584.98,8542.25,1086,28176160
17856658,YummyLexi,8822.04,8541.43,448,28176159
14055233,MisteurFR,8717.31,8540.64,1223,28176159
16551111,shebal game,9066.92,8539.24,71,28176158
9289070,Iridium,9090.08,8538.50,-166,28176158
28984758,thekyoukoo,8840.72,8535.99,-153,28176159
18932884,Omarii,8809.13,8534.11,197,28176159
1295776,auroknh,8312.52,8533.12,1482,28176161
19593133,Larksymoo,8900.59,8532.75,91,28176159
15978857,PhoenixEntropy,9098.07,8531.88,-185,28176158
22668430,c_latte,9068.71,8530.97,-263,28176158
16316561,XvZrr,8895.8,8530.10,225,28176159
10937025,Azure111,8871.47,8529.79,-151,28176159
13850593,truEleysia,8772.69,8529.22,-20,28176159
12253793,12XxryanxX12,8839.38,8527.33,92,28176159
3181281,Zergh,9092.3,8527.04,-66,28176158
28282580,Theangeloflie,8832.08,8526.31,-483,28176159
7462804,Lindyes,8842.87,8526.17,724,28176159
9887639,irose01,8991.32,8525.24,145,28176158
12485149,[LS]cagofuego,8823.79,8525.15,86,28176159
12793583,Lenny_cL,8852.12,8524.98,-158,28176159
19719970,krnchihiro,8455.12,8524.84,1834,28176161
13892153,yusuf2805,8777.45,8524.38,-483,28176159
14189527,MarvelousCosmos,9077.16,8524.30,-145,28176158
3555259,therojus,8714.15,8524.19,853,28176160
15265534,RteEz,9033.58,8522.43,172,28176158
5179995,Maneh,8658.27,8522.27,1099,28176160
31660026,neonsign,9072.42,8521.39,-589,28176158
18183270,- Moisi,9052.08,8519.02,-595,28176158
10822972,Rabbit_Candy,8558.08,8518.32,781,28176160
24467134,Jabroni_slaves,9165.26,8517.35,-477,28176158
3974114,Haprapra,8944.42,8516.96,535,28176158
10265438,Overfade,8858.12,8516.55,325,28176159
16117931,uqtemqo,8801.66,8516.14,-26,28176159
27683988,samsamsammmmmm,8830.01,8515.25,368,28176159
20755213,TheBrofessor22,8726.6,8513.47,784,28176159
24060801,parkuzxdxdxd,8787.54,8512.63,205,28176159
14943370,Tomskuu,8572.93,8509.46,1128,28176160
12815564,HectorAF01,8855.38,8507.70,206,28176159
18837185,Humanod,8092.84,8506.98,878,28176163
25325523,Sharpness_64,8784.27,8506.93,172,28176159
27931512,GFTtungsten,8956.99,8506.83,-441,28176158
19808573,mShira,8949.92,8506.75,-348,28176158
6537441,basicmaime,8694.19,8505.08,1014,28176160
23258434,X-Master,9020.86,8504.15,23,28176158
21311409,nzluoacc,8832.73,8503.55,-85,28176159
28761911,NeverHoelessFr,8672.84,8503.46,407,28176160
22491203,elicccc,8928.26,8502.71,-251,28176159
18146677,[ C h i n o ],8955.06,8502.02,-13,28176158
21339826,[LS]Yunxmi,8808.31,8501.87,-149,28176159
8850919,jhun0814,8959.75,8501.76,348,28176158
29233671,Tangent233,8431.68,8501.55,1821,28176161
19138893,hellomybro,8903.32,8501.09,-150,28176159
14580447,bleach4u,8875.27,8501.07,128,28176159
25330913,Signalate,8839.4,8500.53,-82,28176159
14332005,Froggie09,8806.99,8499.94,343,28176159
12330535,beefchip,8939.31,8498.73,404,28176158
15753462,Soore,9053.49,8496.62,-299,28176158
1147820,wjh123,8634.3,8496.13,1616,28176160
24372717,BluebirdCanShut,8915.68,8495.67,-179,28176159
19834488,Fallingtuna,8848.18,8495.09,466,28176159
17811012,SoraFuru,8798.09,8495.09,469,28176159
9612562,jumpcross,9045.88,8495.02,-330,28176158
32663815,Seishuns,8838.26,8494.39,-197,28176159
16926965,Mallow8thNote,8279.03,8494.38,1616,28176162
14304065,chitanda-L,9127.04,8493.95,316,28176158
8270984,Yusei5,8929.37,8493.21,290,28176158
153323,Muya,8742.26,8492.97,1377,28176159
25546906,steeee,8769.02,8492.68,303,28176159
5014712,-LetsGo-,8647.12,8492.65,769,28176160
15194755,Hong727,8726.4,8492.50,515,28176159
27078040,whenheckerissus,8772.94,8491.84,490,28176159
29457919,Repeat_pump,8703.07,8491.84,-241,28176160
29112942,reeee123,8689.24,8491.77,1001,28176160
18400842,gamerofgames445,8790.66,8491.43,229,28176159
9079147,Michibata,8766.79,8490.93,288,28176159
10553827,diamondBIaze,9088.27,8490.71,91,28176158
21292740,Just P,8942.82,8490.44,-333,28176158
31393798,illumine11,8331.6,8490.17,-277,28176161
6363008,arpia97,8924.25,8489.75,628,28176159
11081750,Deppster,8927.1,8489.74,-364,28176159
23091125,AdamYuan,8605.32,8487.93,995,28176160
19235355,SelloutSid,8816.4,8487.83,522,28176159
24280484,KyCoBA,9026.71,8487.52,-456,28176158
14732769,TheLegend3RD,8913.55,8485.08,45,28176159
13623265,VenuxBarz,8721.05,8483.10,492,28176159
9336422,VovanFX,8891.53,8482.49,-106,28176159
14804397,Lingbei,9116.29,8481.33,-302,28176158
12446815,lilly212,8489.17,8480.88,894,28176161
8379080,[GB]N1QKA,8869.22,8480.51,278,28176159
6341613,chistoefur,9069.66,8480.03,-200,28176158
12325453,LoveHana_,9004.42,8480.00,-345,28176158
25673839,SobakaUlibaka55,8964.29,8478.44,-207,28176158
23600708,- Croketa -,8692.32,8478.06,304,28176160
28635777,Choi ye na,8713.17,8477.82,278,28176160
27116625,Vershojc,8908.12,8477.75,-242,28176159
17425566,HigherGame,8745.24,8477.47,327,28176159
15820387,laucha02,8904.74,8477.11,-209,28176159
17651703,F3core,8940,8477.02,-254,28176158
12231103,Zlosis,8798.96,8475.45,309,28176159
16338705,[GB]jackgu,8879.77,8475.11,-287,28176159
28067144,WHATOP,8887.38,8474.89,-128,28176159
4556538,Phukiir,8659.91,8474.88,878,28176160
25266023,Dinoby7,8691.28,8474.40,-269,28176160
8811695,shaafs,8830.97,8474.12,595,28176159
22782516,Mega_Volvirine,8862.75,8473.53,-262,28176159
7861549,Ragnarok VII,8781.88,8473.22,322,28176159
3162675,zjy1,9221.24,8473.17,-446,28176158
14659672,MzLord,9052.28,8472.66,-406,28176158
3382629,Acarin_FWYKRin,9052.03,8472.16,-14,28176158
25379764,mayoi123,8960.8,8471.48,-82,28176158
17961714,mrbrent921,8739.68,8471.43,151,28176159
10788436,yuanzhng,8898.66,8470.49,-236,28176159
24996569,KyouUwU,8878.64,8469.08,-44,28176159
6982152,thor0,8889.88,8468.55,431,28176159
24222095,BabyIan,9028.05,8468.24,-641,28176158
4917435,FelipeLink,8713.01,8467.56,1401,28176160
13901517,[Crz]Tohka,8533.23,8467.38,921,28176160
15160951,[ Raiclo ],8906.86,8465.75,375,28176159
20400200,Kyrolian,8748.93,8465.71,-15,28176159
19081163,lamkit925,8866.27,8465.01,-153,28176159
8941675,Nepgear007,8732.13,8464.96,1047,28176159
25746332,UKEMAMA69,8799.62,8463.02,-374,28176159
8119861,ColoredDoom,8909.83,8462.56,307,28176159
9747901,Domilep,9074.59,8461.90,-482,28176158
11800190,dbsrjsdn0330,8928.68,8461.79,46,28176159
3204677,Vvn,8613.98,8461.74,1140,28176160
20882721,AeroTheDog,8696.57,8460.14,256,28176160
3338246,DaraDara,8737.68,8459.78,1520,28176159
18487689,deokgyoon,8786.74,8458.86,-250,28176159
11708493,mua-YYK,8592.7,8458.82,225,28176160
17025134,vaydex,8662.95,8457.29,289,28176160
26579106,onlyn,8898.97,8456.60,-509,28176159
15098739,CODE NAME SIGMA,8757.93,8456.42,503,28176159
11356145,Jun03,8935.63,8456.36,-266,28176158
9048777,pinon,8877.68,8455.70,67,28176159
22026401,Quon Hiu,8894.61,8454.59,-315,28176159
7032504,Yyorshire,8861.13,8454.49,595,28176159
22413174,duzyskrzat,8880,8452.77,-471,28176159
21752115,nach0neko,8856.35,8451.45,-144,28176159
17480890,[SH] Kat,8647.19,8451.36,486,28176160
15114039,Ayumu Uehara,8726.67,8450.23,332,28176159
14557986,-Rintaro,8881.73,8449.86,396,28176159
8204448,RenneRS,8620.7,8449.77,1154,28176160
10615367,ERA Punish,9050.65,8446.40,-332,28176158
20242114,Yoshinorichan,8762.78,8445.86,-428,28176159
14108936,Mat-,8821.49,8445.29,37,28176159
12019388,LNbot,8776.84,8445.20,421,28176159
1116418,skrcks0966,8766.06,8444.62,174,28176159
24780361,CoolDudeYes,8664.53,8443.39,152,28176160
15769632,degerte,8681.5,8441.47,214,28176160
25904575,LULULULULLUL,8863.34,8441.29,171,28176159
18072573,Bacyoin,8524.62,8440.40,530,28176160
6650202,gurufan,8732.85,8439.45,835,28176159
14602990,EveIyn,8725.16,8437.82,-213,28176159
21798971,-Deno-,8736.83,8437.70,222,28176159
16214723,Qutilt,8918.2,8437.01,305,28176159
26866383,MISHASUMSKOY,8767.44,8436.95,-37,28176159
2131587,JeyJey,8694.73,8436.40,582,28176160
18998168,CaessarSalad,8783.16,8436.37,118,28176159
26912305,notaosuplayer32,7870.74,8435.41,270,28176165
11074362,o2stinky,8940.31,8434.32,-207,28176158
22572808,Idkkk123,8753.29,8434.01,180,28176159
19445999,wwowie,8792.06,8433.90,-111,28176159
4810916,Castella,8629.47,8433.73,206,28176160
28463186,miximus,8489.88,8433.20,605,28176161
13717329,Bizxare,8728.91,8432.33,127,28176159
17751792,jacob et,8812.62,8430.57,-464,28176159
31684842,4kplayer456,8560.1,8430.08,544,28176160
23028806,ri5k98,8526.31,8428.25,630,28176160
28578051,Harrvvuu,8784.17,8427.10,-218,28176159
11939641,wolfpup08,9012.98,8427.03,-42,28176158
13144864,Luminescence,8764.07,8425.80,63,28176159
22685668,Estepat,8744.86,8424.32,653,28176159
16487992,ssiizz_,8822.53,8424.00,-86,28176159
10224958,miya0731,8601.6,8422.39,1032,28176160
27360576,betosu,8775.61,8421.98,-216,28176159
14125307,Nyakkeru,8980.28,8421.74,145,28176158
21849865,IAmASpoon,8730,8421.25,-61,28176159
20670028,ReJust,8563.44,8420.92,-372,28176160
31346541,Petra the bear,8585.52,8420.56,755,28176160
11943363,Babylkaa,9006.5,8420.07,-137,28176158
4574597,Esperia,8731.42,8418.83,659,28176159
13799949,Ena,8472,8418.72,756,28176161
625988,Elasia,8459.58,8418.67,1493,28176161
26604979,CyberOsuMania,8782.2,8417.61,-223,28176159
12763467,TaNgdDAL1I,8633.68,8417.34,-299,28176160
566276,Rocma,8976.72,8416.78,-536,28176158
8493070,Eclipse-,8875.12,8416.51,80,28176159
14193228,furuunya,8624.17,8416.16,479,28176160
16639144,- Rinmoz -,8760,8416.12,244,28176159
27826382,lincolnthecobra,8825.88,8414.84,-439,28176159
29266281,cszh1386,8738.42,8414.65,-281,28176159
17396431,To_ofu,8987.62,8414.57,-392,28176158
26178116,BHNK,8735.97,8414.26,459,28176159
13417139,Johnyianni,8627.82,8413.83,535,28176160
3087654,Reba,8604.43,8413.79,1221,28176160
24798441,WHATCONTROLLER,8787.53,8412.49,-175,28176159
21015090,[Mom] Edmund,8829.06,8411.36,-162,28176159
25067854,explosiveosu,8734.84,8411.11,-18,28176159
274357,FletaNeal,8556.36,8409.99,768,28176160
