id,name,ppOld,ppNew,ppDiff,minuteUpdated
21071320,GOLOo,2204.91,2246.81,635,28176717
310522,5Kingi,2430.72,2246.35,356,28176713
1651729,Teara Katsueki,2443.95,2246.02,484,28176713
15182984,- Perona -,2348.8,2245.92,-9,28176714
16286701,secoso,2450.97,2245.74,5,28176713
12352068,Vinyu,2323.56,2245.63,205,28176715
12104647,lopologut,2250.4,2244.99,493,28176716
361228,fullm2006,2298.35,2244.95,542,28176715
6594192,Luizu,2250.83,2244.85,275,28176716
19309056,Megauwu148,2268.01,2244.52,410,28176716
10878397,Archie-,2334.58,2244.33,54,28176715
7707816,BLEAX,2348.44,2243.99,51,28176714
25964703,Chicken_Girl,2315.46,2243.59,234,28176715
10279828,AllenWards,2193.27,2243.33,336,28176717
12446099,Bananamagic77,2316.25,2243.16,131,28176715
7995027,DeSconTent,2266.5,2242.94,504,28176716
33326241,Wpolo92,2442.32,2242.88,208,28176713
2017803,-Sandroxx-,2245.81,2242.54,492,28176716
1303685,[Lucky],2263.19,2242.50,829,28176716
6430676,Skylerdog123,2352.86,2242.42,63,28176714
11149081,MizutaniKana,2197.18,2242.18,590,28176717
13709495,asier2003,2342.95,2241.02,43,28176714
11229250,fuertesvic,2356.86,2240.98,-12,28176714
7351934,FadeVanity,2348.87,2240.97,169,28176714
9841880,Krishel17,2382.21,2240.70,65,28176714
7959849,Ogabooga1818,2357.15,2240.68,63,28176714
4687498,Laender,2311.43,2240.42,496,28176715
14246961,Thermal-,2362.33,2240.27,20,28176714
2293347,Polskipony4,2425.5,2240.26,520,28176713
1721673,Lukaszczyk,2330.73,2239.47,432,28176715
18703956,Kuru uwu,2174.77,2239.39,542,28176717
20740438,Xtream1500,2369.72,2239.29,342,28176714
8412600,Oyauru,2303.04,2238.90,220,28176715
2023506,kunimi9232,2409.59,2238.56,628,28176713
18315188,dinonesie,2334.97,2238.41,126,28176715
10482381,Aitsuke,2337,2238.31,85,28176715
19613580,dungbylat,2271.97,2237.99,445,28176716
25117516,Shooby,2181.04,2237.81,546,28176717
7306758,MrWhisk3r,2465.79,2237.60,27,28176713
15917407,ciaransali,2375.07,2237.40,307,28176714
8810498,estyven009,2331.61,2237.32,345,28176715
8828767,Ashirogi,2277.78,2237.23,695,28176716
3503408,TombRaider12,2372.5,2237.15,371,28176714
7778240,Kimura-Kun,2310.64,2237.08,149,28176715
10254919,Charlota,2325.84,2237.07,186,28176715
14114899,Lord_Sp4rtakus,2272.65,2237.06,143,28176716
3935122,oaksec,2342.72,2237.01,253,28176714
3101354,LordAverage,2334.88,2236.82,75,28176715
24205821,WitherTea,2197.77,2236.81,426,28176717
6422302,Halrath,2260.3,2236.67,295,28176716
5575133,[Mutsuki],2464.56,2236.46,344,28176713
7731490,My Reading Suck,2271.35,2236.10,282,28176716
7832152,Aoima,2410.98,2235.98,215,28176713
6296326,Cream the Rabbit,2223.78,2235.91,484,28176716
2509758,Luffy807,2410.51,2235.89,379,28176713
2620674,YuiGOD,2321.31,2235.82,726,28176715
2494338,Tomtix,2316.59,2235.80,206,28176715
8123984,istike90,2482.41,2234.88,192,28176713
9223016,Skid3422,2454.64,2234.52,304,28176713
8304907,gloverlover,2324.7,2234.13,117,28176715
4734812,crea cher,2391.65,2234.07,-14,28176714
7036044,tarik2016,2239.83,2234.05,480,28176716
4001201,grabontoour,2364.54,2233.85,270,28176714
18521400,JoshiHL,2425.83,2233.84,695,28176713
9833041,Neko4live,2347.07,2233.80,614,28176714
18780577,Huseyin Abi,2133.54,2233.74,454,28176718
6133244,Sonocy,2315.7,2233.72,342,28176715
